

                                                                             
  PASSED   tests.metadata.test_metadata_framewor...   ~ 0.005s
  PASSED   tests.metadata.test_metadata_framewor...   ~ 0.005s
  PASSED   tests.metadata.test_metadata_framewor...   ~ 0.004s
  PASSED   tests.metadata.test_metadata_framewor...   ~ 0.003s
  PASSED   tests.metadata.test_metadata_framewor...   ~ 0.005s
  PASSED   tests.metadata.test_metadata_framewor...   ~ 0.003s
  PASSED   tests.metadata.test_metadata_framewor...   ~ 0.003s
  PASSED   tests.metadata.test_metadata_framewor...   ~ 0.004s
  PASSED   tests.metadata.test_metadata_framewor...   ~ 0.005s
  PASSED   tests.metadata.test_metadata_framewor...   ~ 0.004s
  PASSED   tests.metadata.test_metadata_framewor...   ~ 0.003s
  PASSED   tests.metadata.test_metadata_framewor...   ~ 0.004s
  PASSED   tests.metadata.test_metadata_framewor...   ~ 0.005s
  PASSED   tests.metadata.test_metadata_framewor...   ~ 0.005s
  PASSED   tests.metadata.test_metadata_framewor...   ~ 0.004s
  PASSED   tests.metadata.test_metadata_framewor...   ~ 0.010s
  PASSED   tests.metadata.test_metadata_framewor...   ~ 0.007s
  PASSED   tests.metadata.test_metadata_framewor...   ~ 0.005s
  PASSED   tests.metadata.test_metadata_framewor...   ~ 0.005s
  PASSED   tests.metadata.test_metadata_framewor...   ~ 0.003s
  PASSED   tests.metadata.test_metadata_framewor...   ~ 0.003s
  PASSED   tests.orm.test_attributes.TestAttribu...   ~ 0.004s
  PASSED   tests.orm.test_attributes.TestAttribu...   ~ 0.033s
  PASSED   tests.orm.test_attributes.TestAttribu...   ~ 0.008s
  PASSED   tests.orm.test_attributes.TestCastHan...   ~ 0.009s
  PASSED   tests.orm.test_attributes.TestCastHan...   ~ 0.008s
  PASSED   tests.orm.test_attributes.TestCastHan...   ~ 0.007s
  PASSED   tests.orm.test_attributes.TestCastHan...   ~ 0.006s
  PASSED   tests.orm.test_attributes.TestCastHan...   ~ 0.005s
  PASSED   tests.orm.test_attributes.TestCastHan...   ~ 0.006s
  PASSED   tests.orm.test_attributes.TestCastHan...   ~ 0.008s
  PASSED   tests.orm.test_attributes.TestCastHan...   ~ 0.006s
  PASSED   tests.orm.test_attributes.TestSeriali...   ~ 0.006s
  PASSED   tests.orm.test_attributes.TestSeriali...   ~ 0.010s
  PASSED   tests.orm.test_attributes.TestSeriali...   ~ 0.010s
  PASSED   tests.orm.test_attributes.TestSeriali...   ~ 0.010s
  PASSED   tests.orm.test_attributes.TestSeriali...   ~ 0.010s
  PASSED   tests.orm.test_builder.TestBuilderPla...   ~ 0.010s
  PASSED   tests.orm.test_builder.TestBuilderPla...   ~ 0.010s
  PASSED   tests.orm.test_builder.TestBuilderPla...   ~ 0.010s
  PASSED   tests.orm.test_builder.TestBuilderPla...   ~ 0.005s
  PASSED   tests.orm.test_builder.TestBuilderPla...   ~ 0.006s
  PASSED   tests.orm.test_builder.TestBuilderPla...   ~ 0.004s
  PASSED   tests.orm.test_builder.TestBuilderPla...   ~ 0.007s
  PASSED   tests.orm.test_builder.TestBuilderPla...   ~ 0.005s
  PASSED   tests.orm.test_builder.TestBuilderPla...   ~ 0.005s
  PASSED   tests.orm.test_builder.TestBuilderPla...   ~ 0.004s
  PASSED   tests.orm.test_builder.TestBuilderPla...   ~ 0.004s
  PASSED   tests.orm.test_builder.TestBuilderPla...   ~ 0.003s
  PASSED   tests.orm.test_builder.TestBuilderPla...   ~ 0.003s
  PASSED   tests.orm.test_builder.TestBuilderPla...   ~ 0.004s
  PASSED   tests.orm.test_builder.TestBuilderPla...   ~ 0.004s
  PASSED   tests.orm.test_builder.TestBuilderPla...   ~ 0.004s
  PASSED   tests.orm.test_builder.TestBuilderPla...   ~ 0.005s
  PASSED   tests.orm.test_builder.TestBuilderPla...   ~ 0.005s
  PASSED   tests.orm.test_builder.TestBuilderPla...   ~ 0.004s
  PASSED   tests.orm.test_builder.TestBuilderPla...   ~ 0.003s
  PASSED   tests.orm.test_builder.TestBuilderPla...   ~ 0.006s
  PASSED   tests.orm.test_builder.TestBuilderPla...   ~ 0.004s
  PASSED   tests.orm.test_builder.TestBuilderPla...   ~ 0.005s
  PASSED   tests.orm.test_metaclass.TestModelMet...   ~ 0.006s
  PASSED   tests.orm.test_metaclass.TestModelMet...   ~ 0.005s
  PASSED   tests.orm.test_metaclass.TestModelMet...   ~ 0.005s
  PASSED   tests.orm.test_metaclass.TestModelMet...   ~ 0.030s
  PASSED   tests.orm.test_metaclass.TestModelMet...   ~ 0.004s
  PASSED   tests.orm.test_metaclass.TestModelMet...   ~ 0.005s
  PASSED   tests.orm.test_metaclass.TestModelMet...   ~ 0.004s
  PASSED   tests.orm.test_metaclass.TestModelMet...   ~ 0.004s
  PASSED   tests.orm.test_metaclass.TestModelMet...   ~ 0.005s
  PASSED   tests.orm.test_metaclass.TestModelMet...   ~ 0.005s
  PASSED   tests.orm.test_metaclass.TestModelMet...   ~ 0.004s
  PASSED   tests.orm.test_metaclass.TestModelMet...   ~ 0.005s
  PASSED   tests.orm.test_metaclass.TestModelMet...   ~ 0.005s
  PASSED   tests.orm.test_metaclass.TestModelMet...   ~ 0.008s
  PASSED   tests.orm.test_metaclass.TestModelMet...   ~ 0.006s
  PASSED   tests.orm.test_metaclass.TestModelMet...   ~ 0.008s
  PASSED   tests.orm.test_metaclass.TestNamingHe...   ~ 0.005s
  PASSED   tests.orm.test_metaclass.TestNamingHe...   ~ 0.005s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.206s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.105s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.096s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.108s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.141s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.123s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.174s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.201s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.139s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.096s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.095s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.075s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.137s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.156s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.125s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.117s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.143s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.114s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.126s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.150s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.138s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.140s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.124s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.191s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.113s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.129s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.179s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.197s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.123s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.150s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.088s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.083s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.104s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.194s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.178s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.132s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.176s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.133s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.109s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.239s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.237s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.208s
  PASSED   tests.orm.test_model.TestModelCrud.te...   ~ 0.193s
  PASSED   tests.orm.test_paginator.TestPaginato...   ~ 0.003s
  PASSED   tests.orm.test_paginator.TestPaginato...   ~ 0.006s
  PASSED   tests.orm.test_paginator.TestPaginato...   ~ 0.007s
  PASSED   tests.orm.test_paginator.TestPaginato...   ~ 0.006s
  PASSED   tests.orm.test_paginator.TestPaginato...   ~ 0.006s
  PASSED   tests.orm.test_raw_builder.TestRawQue...   ~ 0.055s
  PASSED   tests.orm.test_raw_builder.TestRawQue...   ~ 0.049s
  PASSED   tests.orm.test_raw_builder.TestRawQue...   ~ 0.048s
  PASSED   tests.orm.test_raw_builder.TestRawQue...   ~ 0.064s
  PASSED   tests.orm.test_raw_builder.TestRawQue...   ~ 0.043s
  PASSED   tests.orm.test_raw_builder.TestRawQue...   ~ 0.091s
  PASSED   tests.orm.test_raw_builder.TestRawQue...   ~ 0.105s
  PASSED   tests.orm.test_raw_builder.TestRawQue...   ~ 0.090s
  PASSED   tests.orm.test_resolver.TestConnectio...   ~ 0.007s
  PASSED   tests.orm.test_resolver.TestConnectio...   ~ 0.009s
  PASSED   tests.orm.test_resolver.TestConnectio...   ~ 0.005s
  PASSED   tests.orm.test_resolver.TestConnectio...   ~ 0.004s
  PASSED   tests.orm.test_schema.TestColumnDefin...   ~ 0.004s
  PASSED   tests.orm.test_schema.TestColumnDefin...   ~ 0.004s
  PASSED   tests.orm.test_schema.TestColumnDefin...   ~ 0.003s
  PASSED   tests.orm.test_schema.TestColumnDefin...   ~ 0.005s
  PASSED   tests.orm.test_schema.TestColumnDefin...   ~ 0.008s
  PASSED   tests.orm.test_schema.TestColumnDefin...   ~ 0.008s
  PASSED   tests.orm.test_schema.TestColumnDefin...   ~ 0.004s
  PASSED   tests.orm.test_schema.TestColumnDefin...   ~ 0.028s
  PASSED   tests.orm.test_schema.TestColumnDefin...   ~ 0.004s
  PASSED   tests.orm.test_state.TestModelState.t...   ~ 0.004s
  PASSED   tests.orm.test_state.TestModelState.t...   ~ 0.004s
  PASSED   tests.orm.test_state.TestModelState.t...   ~ 0.005s
  PASSED   tests.orm.test_state.TestModelState.t...   ~ 0.004s
  PASSED   tests.orm.test_state.TestModelState.t...   ~ 0.004s
  PASSED   tests.orm.test_state.TestModelState.t...   ~ 0.032s
  PASSED   tests.orm.test_state.TestModelState.t...   ~ 0.009s
  PASSED   tests.schemas.test_compiler.TestMetaC...   ~ 0.009s
  PASSED   tests.schemas.test_compiler.TestMetaC...   ~ 0.008s
  PASSED   tests.schemas.test_compiler.TestMetaC...   ~ 0.008s
  PASSED   tests.schemas.test_compiler.TestMetaC...   ~ 0.007s
  PASSED   tests.schemas.test_compiler.TestMetaC...   ~ 0.006s
  PASSED   tests.schemas.test_compiler.TestMetaC...   ~ 0.006s
  PASSED   tests.schemas.test_compiler.TestMetaC...   ~ 0.007s
  PASSED   tests.schemas.test_compiler.TestMetaC...   ~ 0.005s
  PASSED   tests.schemas.test_compiler.TestMetaC...   ~ 0.004s
  PASSED   tests.schemas.test_compiler.TestMetaC...   ~ 0.004s
  PASSED   tests.schemas.test_compiler.TestMetaC...   ~ 0.005s
  PASSED   tests.schemas.test_compiler.TestMetaC...   ~ 0.004s
  PASSED   tests.schemas.test_compiler.TestMetaC...   ~ 0.004s
  PASSED   tests.schemas.test_compiler.TestMetaC...   ~ 0.004s
  PASSED   tests.schemas.test_compiler.TestMetaC...   ~ 0.004s
  PASSED   tests.schemas.test_compiler.TestMetaC...   ~ 0.005s
  PASSED   tests.schemas.test_compiler.TestMetaC...   ~ 0.004s
  PASSED   tests.schemas.test_compiler.TestMetaC...   ~ 0.004s
  PASSED   tests.schemas.test_compiler.TestMetaC...   ~ 0.005s
  PASSED   tests.schemas.test_compiler.TestMetaC...   ~ 0.008s
  PASSED   tests.schemas.test_compiler.TestMetaC...   ~ 0.006s
  PASSED   tests.schemas.test_compiler.TestMetaC...   ~ 0.005s
  PASSED   tests.schemas.test_compiler.TestMetaC...   ~ 0.008s
  PASSED   tests.schemas.test_compiler.TestMetaC...   ~ 0.007s
  PASSED   tests.schemas.test_compiler.TestMetaC...   ~ 0.005s
  PASSED   tests.schemas.test_compiler.TestMetaC...   ~ 0.005s
  PASSED   tests.schemas.test_compiler.TestMetaC...   ~ 0.007s
  PASSED   tests.schemas.test_compiler.TestMetaC...   ~ 0.006s
  PASSED   tests.schemas.test_compiler.TestMetaC...   ~ 0.006s
  PASSED   tests.schemas.test_constraints.TestCo...   ~ 0.005s
  PASSED   tests.schemas.test_constraints.TestCo...   ~ 0.006s
  PASSED   tests.schemas.test_constraints.TestCo...   ~ 0.007s
  PASSED   tests.schemas.test_constraints.TestCo...   ~ 0.006s
  PASSED   tests.schemas.test_constraints.TestCo...   ~ 0.006s
  PASSED   tests.schemas.test_constraints.TestCo...   ~ 0.008s
  PASSED   tests.schemas.test_constraints.TestCo...   ~ 0.006s
  PASSED   tests.schemas.test_constraints.TestCo...   ~ 0.006s
  PASSED   tests.schemas.test_constraints.TestCo...   ~ 0.007s
  PASSED   tests.schemas.test_constraints.TestCo...   ~ 0.007s
  PASSED   tests.schemas.test_constraints.TestCo...   ~ 0.008s
  PASSED   tests.schemas.test_constraints.TestCo...   ~ 0.007s
  PASSED   tests.schemas.test_constraints.TestCo...   ~ 0.005s
  PASSED   tests.schemas.test_constraints.TestCo...   ~ 0.005s
  PASSED   tests.schemas.test_constraints.TestCo...   ~ 0.005s
  PASSED   tests.schemas.test_constraints.TestCo...   ~ 0.005s
  PASSED   tests.schemas.test_constraints.TestCo...   ~ 0.006s
  PASSED   tests.schemas.test_constraints.TestCo...   ~ 0.005s
  PASSED   tests.schemas.test_constraints.TestCo...   ~ 0.007s
  PASSED   tests.schemas.test_constraints.TestCo...   ~ 0.007s
  PASSED   tests.schemas.test_constraints.TestCo...   ~ 0.005s
  PASSED   tests.schemas.test_constraints.TestCo...   ~ 0.005s
  PASSED   tests.schemas.test_constraints.TestCo...   ~ 0.004s
  PASSED   tests.schemas.test_constraints.TestCo...   ~ 0.006s
  PASSED   tests.schemas.test_constraints.TestCo...   ~ 0.004s
  PASSED   tests.schemas.test_constraints.TestCo...   ~ 0.005s
  PASSED   tests.schemas.test_constraints.TestCo...   ~ 0.010s
  PASSED   tests.schemas.test_constraints.TestCo...   ~ 0.006s
  PASSED   tests.schemas.test_entities_failure.T...   ~ 0.007s
  PASSED   tests.schemas.test_entities_failure.T...   ~ 0.007s
  PASSED   tests.schemas.test_entities_failure.T...   ~ 0.006s
  PASSED   tests.schemas.test_entities_failure.T...   ~ 0.005s
  PASSED   tests.schemas.test_entities_failure.T...   ~ 0.004s
  PASSED   tests.schemas.test_entities_failure.T...   ~ 0.006s
  PASSED   tests.schemas.test_exceptions_validat...   ~ 0.004s
  PASSED   tests.schemas.test_exceptions_validat...   ~ 0.004s
  PASSED   tests.schemas.test_exceptions_validat...   ~ 0.007s
  PASSED   tests.schemas.test_exceptions_validat...   ~ 0.005s
  PASSED   tests.schemas.test_exceptions_validat...   ~ 0.007s
  PASSED   tests.schemas.test_exceptions_validat...   ~ 0.005s
  PASSED   tests.schemas.test_exception_parser.T...   ~ 0.008s
  PASSED   tests.schemas.test_exception_parser.T...   ~ 0.007s
  PASSED   tests.schemas.test_exception_parser.T...   ~ 0.005s
  PASSED   tests.schemas.test_exception_parser.T...   ~ 0.005s
  PASSED   tests.schemas.test_exception_parser.T...   ~ 0.005s
  PASSED   tests.schemas.test_exception_parser.T...   ~ 0.005s
  PASSED   tests.schemas.test_exception_parser.T...   ~ 0.018s
  PASSED   tests.schemas.test_exception_parser.T...   ~ 0.007s
  PASSED   tests.schemas.test_exception_parser.T...   ~ 0.032s
  PASSED   tests.schemas.test_exception_parser.T...   ~ 0.009s
  PASSED   tests.schemas.test_exception_parser.T...   ~ 0.009s
  PASSED   tests.schemas.test_metadata.TestDescr...   ~ 0.009s
  PASSED   tests.schemas.test_metadata.TestDescr...   ~ 0.011s
  PASSED   tests.schemas.test_metadata.TestDescr...   ~ 0.007s
  PASSED   tests.schemas.test_metadata.TestExamp...   ~ 0.006s
  PASSED   tests.schemas.test_metadata.TestExamp...   ~ 0.004s
  PASSED   tests.schemas.test_metadata.TestExamp...   ~ 0.004s
  PASSED   tests.schemas.test_metadata.TestExtra...   ~ 0.005s
  PASSED   tests.schemas.test_metadata.TestExtra...   ~ 0.008s
  PASSED   tests.schemas.test_metadata.TestExtra...   ~ 0.006s
  PASSED   tests.schemas.test_metadata.TestExtra...   ~ 0.005s
  PASSED   tests.schemas.test_metadata.TestExtra...   ~ 0.006s
  PASSED   tests.schemas.test_metadata.TestMessa...   ~ 0.006s
  PASSED   tests.schemas.test_metadata.TestMessa...   ~ 0.008s
  PASSED   tests.schemas.test_metadata.TestMessa...   ~ 0.008s
  PASSED   tests.schemas.test_metadata.TestMessa...   ~ 0.007s
  PASSED   tests.schemas.test_metadata.TestTitle...   ~ 0.004s
  PASSED   tests.schemas.test_metadata.TestTitle...   ~ 0.007s
  PASSED   tests.schemas.test_metadata.TestTitle...   ~ 0.004s
  PASSED   tests.schemas.test_metadata.TestTitle...   ~ 0.010s
  PASSED   tests.schemas.test_rule_and_strong_pa...   ~ 0.009s
  PASSED   tests.schemas.test_rule_and_strong_pa...   ~ 0.004s
  PASSED   tests.schemas.test_rule_and_strong_pa...   ~ 0.006s
  PASSED   tests.schemas.test_rule_and_strong_pa...   ~ 0.005s
  PASSED   tests.schemas.test_rule_and_strong_pa...   ~ 0.004s
  PASSED   tests.schemas.test_rule_and_strong_pa...   ~ 0.004s
  PASSED   tests.schemas.test_rule_and_strong_pa...   ~ 0.004s
  PASSED   tests.schemas.test_rule_and_strong_pa...   ~ 0.004s
  PASSED   tests.schemas.test_rule_and_strong_pa...   ~ 0.004s
  PASSED   tests.schemas.test_rule_and_strong_pa...   ~ 0.006s
  PASSED   tests.schemas.test_rule_and_strong_pa...   ~ 0.007s
  PASSED   tests.schemas.test_rule_and_strong_pa...   ~ 0.005s
  PASSED   tests.schemas.test_rule_and_strong_pa...   ~ 0.004s
  PASSED   tests.schemas.test_rule_and_strong_pa...   ~ 0.004s
  PASSED   tests.schemas.test_rule_and_strong_pa...   ~ 0.004s
  PASSED   tests.schemas.test_rule_and_strong_pa...   ~ 0.005s
  PASSED   tests.schemas.test_rule_and_strong_pa...   ~ 0.004s
  PASSED   tests.schemas.test_rule_and_strong_pa...   ~ 0.004s
  PASSED   tests.schemas.test_schema.TestSchemaI...   ~ 0.004s
  PASSED   tests.schemas.test_schema.TestSchemaI...   ~ 0.004s
  PASSED   tests.schemas.test_schema.TestSchemaI...   ~ 0.007s
  PASSED   tests.schemas.test_schema.TestSchemaI...   ~ 0.033s
  PASSED   tests.schemas.test_schema.TestSchemaM...   ~ 0.008s
  PASSED   tests.schemas.test_schema.TestSchemaM...   ~ 0.008s
  PASSED   tests.schemas.test_schema.TestSchemaM...   ~ 0.010s
  PASSED   tests.schemas.test_schema.TestSchemaM...   ~ 0.009s
  PASSED   tests.schemas.test_schema.TestSchemaM...   ~ 0.011s
  PASSED   tests.schemas.test_schema.TestSchemaM...   ~ 0.009s
  PASSED   tests.schemas.test_schema.TestSchemaM...   ~ 0.005s
  PASSED   tests.schemas.test_schema.TestSchemaM...   ~ 0.006s
  PASSED   tests.schemas.test_schema.TestSchemaM...   ~ 0.009s
  PASSED   tests.schemas.test_schema.TestSchemaM...   ~ 0.007s
  PASSED   tests.schemas.test_schema.TestSchemaM...   ~ 0.008s
  PASSED   tests.schemas.test_validator.TestVali...   ~ 0.007s
  PASSED   tests.schemas.test_validator.TestVali...   ~ 0.006s
